,kId,group,make,model,year,imageLink,stockPerformancePoints,maxPerformancePoints,stockDrivetrain,stockIngamePrice,carSource,stockSpeed,stockHandling,stockAcceleration,stockLaunch,stockBraking,stockOffroad,stockTopSpeedKmh,stockLateralGs,stock0To97,stock0To161,stockHorsepower,stockWeightLbs
202,203,DRIFT CARS,Formula Drift,#43 Dodge Viper SRT10,2006,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_203.jpg?v=1,826,961.0,RWD,300000,Autoshow,7.3,5.4,5.3,5.6,4.9,3.7,311.7,1.06,3.188,6.671,1350,2900
203,204,DRIFT CARS,Formula Drift,#117 599 GTB Fiorano,2007,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_204.jpg?v=1,852,973.0,RWD,500000,Autoshow,6.8,5.3,5.7,6.1,4.7,4.4,294.5,1.06,3.486,5.973,917,3200
204,205,DRIFT CARS,Formula Drift,#777 Chevrolet Corvette,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_205.jpg?v=1,848,962.0,RWD,300000,Autoshow,6.4,5.5,5.1,5.4,4.8,3.6,278.6,1.06,4.185,6.723,1050,3000
205,206,DRIFT CARS,Formula Drift,#13 Ford Mustang,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_206.jpg?v=1,825,920.0,RWD,300000,Autoshow,5.8,5.4,5.1,5.4,4.7,4.1,254.9,1.05,4.468,7.355,986,3100
206,207,DRIFT CARS,Formula Drift,#530 HSV Maloo GEN-F,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_207.jpg?v=1,808,928.0,RWD,300000,Autoshow,7.6,5.3,4.6,4.8,4.3,4.1,322.5,1.02,4.074,6.864,1000,2899
207,208,DRIFT CARS,Formula Drift,#64 Nissan 370Z,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_208.jpg?v=1,843,954.0,RWD,300000,Autoshow,7.3,5.4,5.2,5.5,4.4,4.0,318.5,1.04,3.587,5.975,1015,2866
208,209,UNLIMITED BUGGIES,Funco Motorsports,F9,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_209.jpg?v=1,821,915.0,RWD,500000,Wheelspin,5.2,2.9,7.6,8.5,5.1,8.8,224.1,0.93,3.53,5.711,1750,2800
209,210,VANS AND UTILITY,GMC,Vandura G-1500,1983,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_210.jpg?v=1,226,919.0,RWD,25000,Autoshow,3.6,4.0,2.3,2.2,2.1,6.5,162.7,0.71,12.6,71.433,165,5049
210,211,HYPERCARS,Hennessey,Venom GT,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_211.jpg?v=1,911,999.0,RWD,1200000,Autoshow,9.8,7.4,6.8,7.4,7.8,4.1,430.2,1.19,2.5,5.271,1200,2685
211,212,PICK-UP & 4X4'S,Hennessey,VelociRaptor 6x6,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_212.jpg?v=1,634,854.0,AWD,350000,Autoshow,5.2,4.0,5.5,2.8,4.5,10.0,230.3,0.87,4.8,13.0,600,6697
212,213,CLASSIC MUSCLE,Holden,HQ Monaro GTS 350,1973,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_213.jpg?v=1,525,941.0,RWD,75000,Autoshow,4.8,3.9,3.6,3.2,2.5,5.3,214.0,0.79,6.867,15.983,275,3150
213,214,VANS AND UTILITY,Holden,Sandman HQ panel van,1974,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_214.jpg?v=1,501,957.0,RWD,55000,Autoshow,4.8,4.0,3.8,3.1,2.6,5.8,208.7,0.79,5.985,16.983,240,3280
214,215,CLASSIC MUSCLE,Holden,Torana A9X,1977,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_215.jpg?v=1,517,950.0,RWD,130000,Autoshow,4.9,4.0,3.4,2.8,2.7,5.2,217.9,0.8,6.984,16.483,216,2520
215,216,RETRO HOT HATCH,Honda,Civic RS,1974,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_216.jpg?v=1,368,978.0,FWD,25000,Autoshow,3.9,4.2,2.4,3.0,2.4,5.1,175.7,0.81,9.617,46.024,76,1620
216,217,RETRO HOT HATCH,Honda,CR-X SiR,1991,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_217.jpg?v=1,534,907.0,FWD,20000,Autoshow,5.1,5.1,3.2,2.3,2.9,5.4,228.5,0.89,7.2,20.7,158,2161
217,218,RETRO SPORTS CARS,Honda,NSX-R,1992,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_218.jpg?v=1,691,948.0,RWD,90000,Autoshow,6.2,6.1,4.9,3.8,4.3,4.6,275.2,1.07,4.7,11.6,276,2712
218,219,RETRO HOT HATCH,Honda,Prelude Si,1994,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_219.jpg?v=1,521,896.0,FWD,20000,Autoshow,5.0,4.7,3.7,3.1,3.1,5.4,220.5,0.88,7.2,20.7,160,2870
219,220,RETRO HOT HATCH,Honda,Civic Type R,1997,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_220.jpg?v=1,553,923.0,FWD,25000,Autoshow,5.5,4.8,3.7,3.0,3.0,4.7,243.0,0.87,5.714,17.518,182,2403
220,221,MODERN SPORTS CARS,Honda,S2000,2003,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_221.jpg?v=1,630,961.0,RWD,25000,Autoshow,6.0,5.4,4.2,3.7,3.3,5.0,263.9,0.91,6.181,15.579,247,2756
221,222,RETRO HOT HATCH,Honda,Civic Type R,2004,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_222.jpg?v=1,600,907.0,FWD,25000,Autoshow,5.4,5.0,4.1,3.7,3.5,5.1,242.5,0.9,6.2,15.417,212,2624
222,223,RETRO SPORTS CARS,Honda,NSX-R,2005,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_223.jpg?v=1,691,945.0,RWD,150000,Autoshow,6.4,5.8,5.0,3.8,4.7,4.9,282.8,0.96,4.584,11.183,290,2800
223,224,RETRO SPORTS CARS,Honda,NSX-R GT,2005,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_224.jpg?v=1,725,996.0,RWD,500000,Season Event,6.4,6.7,5.6,4.4,5.6,4.5,284.9,1.1,4.5,10.582,276,2800
224,225,HOT HATCH,Honda,Civic Type R,2007,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_225.jpg?v=1,574,904.0,FWD,20000,Autoshow,5.3,5.4,4.0,3.2,3.7,5.2,230.7,0.92,6.315,17.617,198,2965
225,226,MODERN SPORTS CARS,Honda,S2000 CR,2009,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_226.jpg?v=1,635,961.0,RWD,25000,Autoshow,5.7,5.7,4.6,3.7,3.7,5.0,252.3,0.95,5.284,13.683,237,2813
226,228,RALLY MONSTERS,Honda,Civic Coupe,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_228.jpg?v=1,861,910.0,AWD,155000,Season Event,5.0,5.6,9.2,8.4,5.8,7.3,225.0,1.17,1.9,5.015,600,2746
227,229,SUPER HOT HATCH,Honda,Civic Type R,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_229.jpg?v=1,727,929.0,FWD,59000,Autoshow,6.8,6.0,4.6,4.8,4.6,4.6,298.0,0.96,4.928,11.517,306,3117
228,230,RODS AND CUSTOMS,Hoonigan,Chevrolet Bel Air,1955,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_230.jpg?v=1,621,944.0,RWD,76000,Autoshow,5.7,3.8,4.1,3.1,3.0,6.4,254.0,0.82,6.189,13.101,410,3244
229,231,DRIFT CARS,Hoonigan,"Ford ""Hoonicorn"" Mustang",-1,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_231.jpg?v=1,951,982.0,AWD,500000,Autoshow,9.2,6.7,10.0,7.4,5.9,5.5,408.5,1.26,1.8,3.125,1400,2998
230,232,DRIFT CARS,Hoonigan,GYMKHANA 10 Ford Hoonicorn Mustang,1965,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_232.jpg?v=1,952,983.0,AWD,500000,Season Event,8.8,6.6,10.0,7.7,5.9,5.4,392.4,1.26,1.8,3.126,1400,2998
231,233,CLASSIC MUSCLE,Hoonigan,Chevrolet Napalm Nova,1972,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_233.jpg?v=1,731,949.0,RWD,50000,Autoshow,6.7,5.2,5.0,5.3,4.7,5.0,298.4,0.95,4.087,9.7,475,3566
232,234,DRIFT CARS,Hoonigan,"GYMKHANA 10 Ford F-150 ""Hoonitruck""",-1,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_234.jpg?v=1,896,971.0,AWD,500000,Autoshow,6.2,6.5,7.9,8.7,6.7,5.7,277.6,1.27,2.5,5.0,914,3210
233,235,RALLY MONSTERS,Hoonigan,Ford Escort RS1800,1978,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_235.jpg?v=1,820,965.0,RWD,300000,Autoshow,6.2,6.7,5.7,6.1,6.3,4.2,276.0,1.15,4.267,10.058,333,1846
234,236,RALLY MONSTERS,Hoonigan,Ford RS200 Evolution,1986,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_236.jpg?v=1,904,999.0,AWD,500000,Autoshow,7.6,6.5,9.5,5.1,5.3,8.3,342.3,1.22,2.6,4.9,750,2494
235,237,RETRO SUPERCARS,Hoonigan,Rauh-Welt Begriff Porsche 911 Turbo,1991,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_237.jpg?v=1,811,962.0,RWD,160000,Mastery Tree,6.7,7.7,7.2,4.1,5.3,4.0,301.4,1.23,4.1,9.8,385,2976
236,238,RALLY MONSTERS,Hoonigan,GYMKHANA 10 Ford Escort Cosworth Group A,1991,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_238.jpg?v=1,862,928.0,AWD,500000,Autoshow,7.8,6.2,9.1,8.7,5.3,7.6,344.1,1.14,2.5,5.23,620,2690
237,239,DRIFT CARS,Hoonigan,Mazda RX-7 Twerkstallion,1992,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_239.jpg?v=1,799,943.0,RWD,50000,Mastery Tree,8.3,5.8,4.6,4.7,4.5,3.8,363.2,1.06,4.073,8.053,600,2866
238,240,RALLY MONSTERS,Hoonigan,Ford Escort RS Cosworth WRC “Cossie V2”,1994,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_240.jpg?v=1,783,912.0,AWD,500000,Autoshow,5.5,6.1,7.7,4.0,5.9,7.4,246.5,1.1,3.1,7.7,371,2822
239,241,RALLY MONSTERS,Hoonigan,GYMKHANA 10 Ford Focus RS RX,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_241.jpg?v=1,864,902.0,AWD,500000,Wheelspin,5.1,5.7,9.2,10.0,6.4,7.2,229.5,1.18,1.9,5.0,600,2491
240,242,RODS AND CUSTOMS,Hot Wheels,Twin Mill,1969,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_242.jpg?v=1,798,937.0,RWD,110000,Wheelspin,8.6,5.2,4.9,5.2,4.5,3.8,373.4,1.01,2.492,5.29,1401,4696
241,243,RODS AND CUSTOMS,Hot Wheels,Bone Shaker,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_243.jpg?v=1,790,970.0,RWD,150000,Autoshow,6.0,5.2,5.7,6.2,4.9,4.2,266.9,1.11,3.985,8.962,402,2205
242,244,MODERN MUSCLE,HSV,GEN-F GTS,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_244.jpg?v=1,721,933.0,RWD,75000,Autoshow,7.0,5.5,4.8,4.0,4.5,4.8,303.0,0.93,4.326,9.644,577,4147
243,245,VANS AND UTILITY,HSV,Limited Edition GEN-F GTS Maloo,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_245.jpg?v=1,742,963.0,RWD,62000,Autoshow,6.5,5.5,4.8,4.6,4.8,4.4,290.0,0.95,4.087,8.985,577,4034
244,246,PICK-UP & 4X4'S,HUMMER,H1 Alpha,2006,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_246.jpg?v=1,354,889.0,AWD,112000,Autoshow,4.2,2.9,2.0,2.5,2.4,8.6,193.8,0.79,13.0,45.0,300,8114
245,247,SUPER HOT HATCH,Hyundai,Veloster N,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_247.jpg?v=1,645,894.0,FWD,30000,Wheelspin,6.0,5.4,4.5,4.7,3.7,5.0,266.5,0.91,6.218,15.119,275,3106
246,248,SUPER SALOONS,Infiniti,Q60 Concept,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_248.jpg?v=1,735,942.0,RWD,50000,Autoshow,6.8,5.6,4.8,5.0,4.7,4.6,301.5,0.95,4.012,9.1,400,3650
247,249,PICK-UP & 4X4'S,International,Scout 800A,1970,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_249.jpg?v=1,384,949.0,AWD,40000,Autoshow,4.1,3.0,2.7,3.6,2.1,7.8,186.7,0.75,15.269,37.778,193,3615
248,250,CLASSIC RACERS,Jaguar,D-Type,1956,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_250.jpg?v=1,630,959.0,RWD,22000000,Autoshow,5.6,3.8,3.8,2.6,2.8,4.4,248.3,0.84,4.662,12.048,245,2100
249,251,CLASSIC RACERS,Jaguar,Mk II 3.8,1959,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_251.jpg?v=1,448,920.0,RWD,80000,Autoshow,4.6,4.1,3.5,2.8,2.8,5.5,199.7,0.78,8.484,25.082,220,3360
250,252,RARE CLASSICS,Jaguar,E-type,1961,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_252.jpg?v=1,525,938.0,RWD,150000,Autoshow,5.2,4.2,4.0,2.8,2.7,5.2,232.3,0.79,7.382,19.0,265,2900
251,253,CLASSIC RACERS,Jaguar,Lightweight E-Type,1964,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_253.jpg?v=1,688,966.0,RWD,7500000,Autoshow,6.3,4.4,4.7,4.4,3.4,4.6,280.3,0.92,4.087,9.867,340,2292
252,254,RETRO SUPERCARS,Jaguar,Sport XJR-15,1991,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_254.jpg?v=1,828,999.0,RWD,500000,Barn,7.5,8.0,6.0,6.3,6.8,4.7,334.4,1.23,3.783,7.183,450,2315
253,255,RETRO SUPERCARS,Jaguar,XJ220,1993,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_255.jpg?v=1,786,967.0,RWD,350000,Wheelspin,7.7,6.4,5.2,2.2,5.2,4.8,335.1,1.12,3.782,8.0,542,3241
254,256,MODERN SUPERCARS,Jaguar,C-X75,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_256.jpg?v=1,880,975.0,AWD,1500000,Autoshow,8.1,7.8,9.4,10.0,8.0,4.1,359.2,1.13,2.9,5.6,890,3750
255,257,GT CARS,Jaguar,XKR-S,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_257.jpg?v=1,756,957.0,RWD,100000,Autoshow,7.5,6.1,4.9,5.1,4.3,4.4,329.4,0.97,4.113,8.414,542,3865
256,258,GT CARS,Jaguar,F-Type R Coupé,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_258.jpg?v=1,777,965.0,RWD,110000,Wheelspin,7.5,5.9,5.2,5.4,6.0,4.2,330.1,0.97,3.576,7.672,550,3638
257,259,SUPER SALOONS,Jaguar,XFR-S,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_259.jpg?v=1,728,932.0,RWD,110000,Autoshow,7.5,5.7,5.0,5.2,4.2,4.6,329.3,0.94,3.887,9.085,550,4380
258,260,SUPER SALOONS,Jaguar,XE-S,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_260.jpg?v=1,671,942.0,RWD,57000,Autoshow,6.8,5.5,4.7,4.8,3.7,4.9,295.5,0.92,4.487,11.485,340,3787
259,261,TRACK TOYS,Jaguar,F-TYPE Project 7,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_261.jpg?v=1,786,968.0,RWD,190000,Wheelspin,7.0,6.3,5.1,5.4,6.5,4.3,306.1,1.01,3.775,8.058,567,3571
260,262,SPORTS UTILITY HEROES,Jaguar,F-PACE S,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_262.jpg?v=1,674,940.0,AWD,55000,Autoshow,6.0,5.0,5.4,4.8,3.8,6.5,264.1,0.92,5.135,13.068,380,4015
261,263,SPORTS UTILITY HEROES,Jaguar,I-PACE,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_263.jpg?v=1,705,842.0,AWD,87000,Autoshow,4.5,4.9,4.5,4.7,3.7,5.8,210.5,0.9,4.5,13.0,394,4868
262,264,PICK-UP & 4X4'S,Jeep,CJ5 Renegade,1976,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_264.jpg?v=1,431,948.0,AWD,60000,Autoshow,3.7,3.0,4.3,5.3,2.6,7.6,167.9,0.79,7.281,22.971,151,2271
263,265,PICK-UP & 4X4'S,Jeep,Wrangler Rubicon,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_265.jpg?v=1,463,927.0,AWD,50000,Autoshow,4.6,3.1,4.0,3.2,2.4,8.0,204.6,0.78,6.7,20.582,285,4132
264,266,SPORTS UTILITY HEROES,Jeep,Grand Cherokee SRT,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_266.jpg?v=1,680,958.0,AWD,80000,Autoshow,6.0,4.1,6.0,5.8,4.0,6.7,266.5,0.91,4.6,11.9,470,5150
265,267,UNLIMITED OFFROAD,Jeep,Trailcat,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_267.jpg?v=1,744,901.0,AWD,75000,Autoshow,6.2,3.9,5.5,4.1,4.0,10.0,274.5,0.91,3.894,8.469,707,4600
266,268,SPORTS UTILITY HEROES,Jeep,Grand Cherokee Trackhawk,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_268.jpg?v=1,749,954.0,AWD,73000,Autoshow,6.9,5.1,8.5,7.8,4.9,5.6,295.0,0.92,3.516,8.2,707,5350
267,269,PICK-UP & 4X4'S,Jeep,Gladiator Rubicon,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_269.jpg?v=1,456,923.0,AWD,45000,Autoshow,4.8,3.0,3.6,3.2,2.5,8.4,206.8,0.76,7.2,21.1,285,5073
268,270,HYPERCARS,Koenigsegg,CC8S,2002,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_270.jpg?v=1,846,999.0,RWD,400000,Autoshow,8.7,7.6,6.1,3.8,6.4,4.7,384.8,1.09,3.486,7.083,564,2811
269,271,EXTREME TRACK TOYS,Koenigsegg,CCGT,2008,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_271.jpg?v=1,965,999.0,RWD,1000000,Wheelspin,7.8,10.0,6.8,7.1,10.0,3.9,344.2,1.77,3.342,5.943,610,2425
270,272,HYPERCARS,Koenigsegg,One:1,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_272.jpg?v=1,983,999.0,RWD,2800000,Autoshow,10.0,9.5,7.0,7.5,10.0,4.3,442.9,1.33,2.7,4.537,1341,2998
271,273,HYPERCARS,Koenigsegg,Regera,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_273.jpg?v=1,966,999.0,RWD,1900000,Autoshow,9.1,7.9,5.8,6.2,9.2,4.2,398.2,1.3,2.786,5.069,1500,3589
272,274,HYPERCARS,Koenigsegg,Agera RS,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_274.jpg?v=1,980,999.0,RWD,2000000,Autoshow,10.0,9.7,7.0,7.6,9.7,4.3,443.2,1.33,2.8,4.65,1341,3075
273,275,HYPERCARS,Koenigsegg,Jesko,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_275.jpg?v=1,971,999.0,RWD,2800000,Autoshow,10.0,10.0,6.9,7.4,9.0,4.4,457.7,1.33,2.813,4.626,1280,3131
274,276,TRACK TOYS,KTM,X-Bow R,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_276.jpg?v=1,802,975.0,RWD,105000,Autoshow,5.2,8.0,6.8,7.4,7.8,3.9,232.2,1.2,3.918,8.514,295,1786
275,277,RARE CLASSICS,Lamborghini,Miura P400,1967,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_277.jpg?v=1,625,843.0,RWD,1000000,Autoshow,5.9,4.9,3.8,2.7,3.1,5.1,264.3,0.84,6.7,14.3,350,2745
276,278,PICK-UP & 4X4'S,Lamborghini,LM 002,1986,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_278.jpg?v=1,562,873.0,AWD,180000,Autoshow,5.3,3.3,2.9,1.8,3.2,8.7,228.7,0.83,6.7,20.6,450,5952
277,279,RETRO SUPERCARS,Lamborghini,Countach LP5000 QV,1988,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_279.jpg?v=1,735,954.0,RWD,220000,Autoshow,6.8,6.2,4.7,3.6,4.3,4.8,299.7,1.1,4.9,11.9,455,3284
278,280,RETRO SUPERCARS,Lamborghini,Diablo SV,1997,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_280.jpg?v=1,763,916.0,RWD,174000,Autoshow,7.7,6.2,5.2,4.2,4.9,4.6,339.2,1.09,4.281,9.0,530,3474
279,281,EXTREME TRACK TOYS,Lamborghini,Diablo GTR,1999,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_281.jpg?v=1,881,999.0,RWD,1000000,Mastery Tree,7.8,9.0,6.8,5.9,7.8,4.1,343.6,1.65,3.5,8.376,590,3086
280,282,MODERN SUPERCARS,Lamborghini,Reventón,2008,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_282.jpg?v=1,817,964.0,AWD,1375000,Car Collection,7.8,7.0,5.2,4.4,7.1,5.1,352.3,1.1,3.4,7.8,641,4015
281,283,MODERN SUPERCARS,Lamborghini,Murciélago LP 670-4 SV,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_283.jpg?v=1,818,970.0,AWD,500000,Autoshow,7.8,7.2,5.2,4.5,6.9,5.0,345.4,1.03,3.2,7.2,661,3794
282,284,MODERN SUPERCARS,Lamborghini,Gallardo LP 570-4 Superleggera,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_284.jpg?v=1,814,982.0,AWD,280000,Accolade,7.5,7.1,7.4,6.9,5.3,5.0,338.9,1.02,3.0,6.8,562,3298
283,285,EXTREME TRACK TOYS,Lamborghini,Sesto Elemento,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_285.jpg?v=1,936,999.0,AWD,2500000,Autoshow,7.8,10.0,10.0,10.0,10.0,4.6,345.5,1.69,2.5,5.2,571,2202
284,286,HYPERCARS,Lamborghini,Aventador LP700-4,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_286.jpg?v=1,847,988.0,AWD,380000,Autoshow,8.9,7.1,8.2,7.4,7.3,5.0,395.7,1.13,2.8,6.5,700,3816
285,287,HYPERCARS,Lamborghini,Veneno,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_287.jpg?v=1,910,999.0,AWD,3000000,Autoshow,8.2,9.4,8.8,8.1,9.7,4.6,360.7,1.66,2.7,5.8,740,3629
286,288,MODERN SUPERCARS,Lamborghini,Huracán LP 610-4,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_288.jpg?v=1,838,992.0,AWD,240000,Autoshow,7.8,7.1,7.8,7.4,7.1,5.0,341.2,1.12,2.9,6.25,602,3422
287,289,HYPERCARS,Lamborghini,Aventador Superveloce,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_289.jpg?v=1,872,992.0,AWD,480000,Autoshow,8.5,7.9,8.7,8.0,8.1,5.0,381.8,1.26,2.7,5.9,740,3706
288,290,HYPERCARS,Lamborghini,Centenario LP 770-4,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_290.jpg?v=1,884,999.0,AWD,2300000,Autoshow,8.3,8.7,8.7,8.0,8.9,4.6,367.9,1.28,2.8,5.367,759,3693
289,291,TRACK TOYS,Lamborghini,Huracán Performante,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_291.jpg?v=1,874,999.0,AWD,275000,Autoshow,7.6,8.2,9.8,10.0,7.9,4.7,336.4,1.25,2.285,5.4,630,3333
290,292,SPORTS UTILITY HEROES,Lamborghini,Urus,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_292.jpg?v=1,767,937.0,AWD,150000,Autoshow,7.1,5.6,6.1,5.1,6.2,6.1,316.1,1.04,3.416,8.617,641,4850
291,293,PICK-UP & 4X4'S,Land Rover,Series III,1972,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_293.jpg?v=1,100,911.0,AWD,20000,Autoshow,2.6,3.0,1.6,2.3,2.0,7.2,122.3,0.72,25.179,,69,3097
292,294,PICK-UP & 4X4'S,Land Rover,Range Rover,1973,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_294.jpg?v=1,274,916.0,AWD,50000,Autoshow,3.3,3.1,2.3,3.5,2.5,7.8,152.7,0.74,13.9,,135,3800
293,295,PICK-UP & 4X4'S,Land Rover,Defender 90,1997,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_295.jpg?v=1,366,911.0,AWD,30000,Autoshow,3.8,3.2,2.7,1.8,2.5,8.2,170.6,0.78,10.2,38.983,182,3902
294,296,SPORTS UTILITY HEROES,Land Rover,Range Rover Sport SVR,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_296.jpg?v=1,722,937.0,AWD,133000,Autoshow,6.5,4.0,6.0,6.2,4.1,7.2,286.8,0.92,4.3,10.5,550,5148
295,297,SPORTS UTILITY HEROES,Land Rover,Range Rover Velar First Edition,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_297.jpg?v=1,638,920.0,AWD,85000,Autoshow,6.0,4.1,4.4,4.1,3.7,6.9,262.6,0.9,5.7,14.6,375,4676
296,298,SPORTS UTILITY HEROES,Land Rover,Defender 110 X,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_298.jpg?v=1,534,891.0,AWD,80000,Autoshow,5.4,3.1,4.7,6.0,2.9,7.2,242.0,0.8,6.1,15.6,395,5260
297,299,RETRO SPORTS CARS,Lexus,SC300,1997,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_299.jpg?v=1,555,940.0,RWD,25000,Autoshow,5.6,5.1,4.0,3.1,3.0,5.5,245.5,0.87,7.418,19.419,225,3560
298,300,MODERN SUPERCARS,Lexus,LFA,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_300.jpg?v=1,810,980.0,RWD,500000,Autoshow,7.4,6.6,5.8,6.0,7.0,4.5,327.1,1.03,3.672,7.784,552,3263
299,301,SUPER SALOONS,Lexus,RC F,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_301.jpg?v=1,741,954.0,RWD,75000,Autoshow,6.7,5.9,5.0,5.2,5.2,4.8,294.3,0.96,4.386,9.984,467,3957
300,302,UNLIMITED OFFROAD,Local Motors,Rally Fighter,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_302.jpg?v=1,716,904.0,RWD,100000,Autoshow,6.0,3.8,4.5,3.6,4.0,10.0,262.5,0.9,5.464,14.853,430,3800
301,303,CLASSIC RACERS,Lola,#6 Penske Sunoco T70 MkIIIB,1969,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_303.jpg?v=1,818,968.0,RWD,850000,Autoshow,7.1,5.7,7.0,7.7,4.8,4.2,310.1,1.09,2.986,6.683,460,1852
